"","site","date","spacing_m","temp_avg","sal_avg","dist_from_bags","reclaimed","absent","consumed"
"952","mera",20201017,1,19.75,28.5,10,15,1,"0"
"953","mera",20201017,1,19.75,28.5,10,15,1,"0"
"954","mera",20201017,1,19.75,28.5,20,15,14,"1"
"955","mera",20201017,1,19.75,28.5,20,15,14,"1"
"956","mera",20201017,1,19.75,28.5,20,15,14,"1"
"957","mera",20201017,1,19.75,28.5,20,15,14,"1"
"958","mera",20201017,1,19.75,28.5,20,15,14,"1"
"959","mera",20201017,1,19.75,28.5,20,15,14,"1"
"960","mera",20201017,1,19.75,28.5,20,15,14,"1"
"961","mera",20201017,1,19.75,28.5,20,15,14,"1"
"962","mera",20201017,1,19.75,28.5,20,15,14,"1"
"963","mera",20201017,1,19.75,28.5,20,15,14,"1"
"964","mera",20201017,1,19.75,28.5,20,15,14,"1"
"965","mera",20201017,1,19.75,28.5,20,15,14,"1"
"966","mera",20201017,1,19.75,28.5,20,15,14,"1"
"967","mera",20201017,1,19.75,28.5,20,15,14,"0"
